assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2007-01-19,0,3,False,True,0,0,0,0.0,0,609873,None,,0,0,0,0,0.0,646,273,0,0.0,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Harrison,0.0,617,251,0,0.0,0,False,0.0,654,273,305,False,0.0,652,271,1,has joined Preston North End on loan for the rest of the season.,2025-09-02T11:36:28.006606Z,45,482,288,p609873,0,0,None,0,,609873.jpg,1.0,363,168,0,0,241,False,0,0.0,Armstrong,0.1,537,195,False,None,0,0.0,u,0,9,11,2024-08-09,0.0,625,264,1,3524,0,12554,574,0.0,0.2,Armstrong,0
0,None,0,0,True,True,None,None,0,0,0,547801,None,,0,0,0,0,0.0,620,255,0,0,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Callum,0.0,591,233,0,0,0,False,0.0,628,255,306,False,0.0,626,253,0,,None,45,451,269,p547801,0,0,None,0,,547801.jpg,0.0,631,258,0,0,None,False,0,0,Bates,0.1,510,177,False,None,0,0,a,0,9,11,None,0.0,599,246,0,4488,534,6797,686,0.0,0.0,Bates,0
0,None,0,0,True,True,None,None,0,0,0,504296,None,,-1,1,-1,1,0.0,556,213,0,0,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Coby,0.0,530,190,0,0,0,False,0.0,569,213,307,False,0.0,567,211,0,,None,44,559,313,p504296,0,0,None,0,,504296.jpg,0.0,573,216,0,0,None,False,0,0,Ebere,0.0,591,230,False,None,0,0,a,0,9,11,None,0.0,533,203,0,2104,373,3205,334,0.0,0.0,Ebere,0
0,2004-10-28,0,0,False,True,0,0,0,0,0,496279,None,,0,0,0,0,0.0,613,248,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Isaac,0.0,584,226,0,0,0,False,0.0,621,248,308,False,0.0,619,246,0,has joined Accrington on loan for the rest of the season.,2025-09-02T12:26:54.658601Z,45,441,261,p496279,0,0,None,0,,496279.jpg,0.0,624,251,0,0,241,False,0,0,Heath,0.0,654,274,False,None,0,0,u,0,9,11,2025-02-07,0.0,592,239,0,458,0,3177,135,0.0,0.0,Heath,0
0,None,0,0,False,True,0,0,0,0,0,491557,None,,0,0,0,0,0.0,610,246,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jenson,0.0,581,224,0,0,0,False,0.0,618,246,309,False,0.0,616,244,0,Has joined Bradford City permanently.,2025-07-25T14:54:45.196473Z,45,437,259,p491557,0,0,None,0,,491557.jpg,0.0,621,249,0,0,None,False,0,0,Metcalfe,0.0,741,329,False,None,0,0,u,0,9,11,None,0.0,589,237,0,0,0,96,2,0.0,0.0,Metcalfe,0
0,2002-10-21,0,10,True,True,None,None,1,0.43,5,586309,None,,-1,1,-3,3,20.7,252,22,7,3.04,None,,0,4,0.5,1.0,1,0.02,0.01,0.48,0.21,0.46,3.27,1.42,0.2,Thierno,1.0,275,30,2,0.87,0,False,5.5,321,35,310,False,12.6,361,32,207,,None,57,129,32,p586309,0,0,None,0,,586309.jpg,1.1,338,34,2,0,73,False,0,0.0,Barry,0.3,287,47,False,None,2,0.87,a,0,9,11,2025-07-09,29.0,194,34,8,21590,1571,67602,3930,0.2,1.4,Barry,0
0,1998-01-31,1,37,True,True,None,None,1,0.21,6,486385,None,,-1,1,-2,2,33.0,195,18,16,3.4,None,,0,4,0.8,1.3,1,0.10,0.02,2.62,0.56,2.52,6.80,1.45,0.54,Norberto Bercique,1.3,238,26,5,1.06,1,False,23.1,106,16,311,False,57.8,211,18,423,,None,53,216,46,p486385,0,0,2,0,,486385.jpg,2.1,250,23,6,0,90,False,0,0.0,Gomes Betuncal,3.9,90,14,False,None,5,1.06,a,4,9,11,2023-08-29,151.0,19,9,15,284650,18509,755750,65150,0.2,2.8,Beto,1
0,2004-05-24,0,0,False,True,0,0,0,0,0,491012,None,,0,0,-1,1,0.0,681,69,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Youssef,0.0,660,66,0,0,0,False,0.0,687,70,312,False,0.0,686,70,0,has joined Rangers permanently.,2025-09-02T12:26:54.689038Z,49,349,57,p491012,0,0,None,0,,491012.jpg,0.0,686,70,0,0,173,False,0,0,Ramalho Chermiti,0.1,501,68,False,None,0,0,u,0,9,11,2023-08-11,0.0,667,68,0,2418,0,13072,397,0.0,0.0,Y.Chermiti,0
0,None,0,0,False,True,0,0,0,0,0,536241,None,,0,0,-1,1,0.0,565,54,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Martin,0.0,538,51,0,0,0,False,0.0,577,56,313,False,0.0,575,56,0,has joined Rotherham United on loan for the rest of the season.,2025-09-22T21:18:55.519763Z,44,570,75,p536241,0,0,None,0,,536241.jpg,0.0,581,56,0,0,None,False,0,0,Sherif,0.2,389,57,False,None,0,0,u,0,9,11,None,0.0,542,54,0,8006,0,20336,1604,0.0,0.0,Sherif,0
4,1995-09-10,7,178,True,True,0,None,2,0.32,11,114283,None,,0,0,4,-4,228.6,3,3,52,8.42,None,,2,3,0.0,4.3,10,1.89,0.31,2.74,0.45,0.85,8.82,1.43,0.14,Jack,4.3,56,26,7,1.13,1,False,64.5,3,2,419,False,207.6,10,4,556,Ineligible to face his parent club on 18/10. - Expected back 26 Oct,2025-10-04T03:00:08.987148Z,69,38,23,p114283,0,0,None,0,,114283.jpg,5.3,33,12,31,0,241,False,0,0.0,Grealish,18.9,18,5,False,None,6,0.97,n,10,9,11,2025-08-12,208.0,5,2,37,2973047,64584,1309270,431109,0.6,5.4,Grealish,2
0,1995-03-09,0,0,True,True,None,None,0,0,0,138001,None,,0,0,0,0,0.0,450,30,0,0,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,420,40,0,0,0,False,0.0,469,45,630,False,0.0,468,45,0,,None,40,625,53,p138001,0,0,None,0,,138001.jpg,0.0,472,45,0,0,244,False,0,0,King,1.2,167,23,False,None,0,0,a,0,9,11,2025-08-15,0.0,418,19,0,12463,424,46438,3861,0.0,0.0,King,0
0,2006-06-02,0,0,True,True,100,100,0,0,0,499300,None,,0,0,-1,1,0.0,552,224,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,526,216,0,0,0,False,0.0,565,224,667,False,0.0,563,224,0,,2025-08-29T10:30:08.715230Z,44,554,142,p499300,0,0,None,0,,499300.jpg,0.0,569,225,0,0,145,False,0,0,Aznou,0.1,550,200,False,None,0,0,a,0,9,11,2025-07-29,0.0,529,220,0,1309,72,9441,352,0.0,0.0,Aznou,0
0,2003-03-04,0,0,False,True,0,0,0,0,0,461446,None,,0,0,0,0,0.0,604,240,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,574,218,0,0,0,False,0.0,612,240,704,False,0.0,610,238,0,has joined Stockport County on loan for the rest of the season.,2025-09-02T12:26:54.674165Z,45,429,253,p461446,0,0,None,0,,461446.jpg,0.0,615,243,0,0,241,False,0,0,Onyango,0.1,528,189,False,None,0,0,u,0,9,11,2025-07-25,0.0,583,231,0,8420,0,8326,511,0.0,0.0,Onyango,0
0,2004-08-02,0,0,True,True,None,None,0,0,0,491745,None,,0,0,0,0,0.0,485,191,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Elijah,0.0,455,177,0,0,0,False,0.0,503,192,705,False,0.0,501,192,0,,None,40,668,183,p491745,0,0,None,0,,491745.jpg,0.0,506,192,0,0,241,False,0,0,Campbell,0.2,383,139,False,None,0,0,a,0,9,11,2023-12-15,0.0,452,180,0,13581,416,8001,918,0.0,0.0,Campbell,0
0,2006-02-17,0,8,True,True,None,None,0,0.0,0,496661,None,,0,0,0,0,1.1,371,192,6,9.31,None,,0,3,0.5,1.0,1,0.00,0.0,0.00,0.0,0.00,0.78,1.21,0.0,Tyler,1.0,272,132,1,1.55,0,False,0.5,412,196,707,False,3.0,401,188,58,,None,55,156,99,p496661,0,0,None,0,,496661.jpg,1.0,398,195,4,0,241,False,0,0.0,Dibling,0.0,641,265,False,None,1,1.55,a,2,9,11,2025-08-25,2.0,359,187,3,3791,255,2626,364,0.2,0.5,Dibling,0
0,2002-07-05,0,5,True,True,50,0,0,0.0,0,513466,None,,0,0,0,0,10.7,311,170,3,11.25,None,,0,3,-0.2,0.0,0,0.00,0.0,0.03,0.11,0.03,0.00,0.0,0.11,Merlin,0.0,680,292,0,0.0,0,False,1.5,391,185,728,False,3.0,400,187,24,Lack of match fitness - 50% chance of playing,2025-10-17T14:00:10.607430Z,50,287,177,p513466,0,0,None,0,,513466.jpg,1.0,383,184,1,0,80,False,0,0.0,Röhl,0.0,727,319,False,None,0,0.0,d,2,9,11,2025-09-01,1.0,362,188,1,345,15,383,65,0.0,0.2,Röhl,0
0,1992-03-04,1,81,True,True,None,None,1,0.14,8,80201,None,,0,0,0,0,0.0,689,81,0,0.0,None,,0,1,0.8,1.3,2,0.00,0.0,0.00,0.0,0.00,9.08,1.3,0.0,Bernd,1.3,236,19,11,1.57,0,False,15.1,187,10,314,False,151.4,49,9,630,,None,50,243,8,p80201,0,0,None,0,,80201.jpg,2.9,165,17,60,0,80,False,19,2.71,Leno,1.4,152,20,False,None,7,1.0,a,1,10,54,2022-08-02,0.0,676,76,20,52151,1949,82479,9275,0.3,4.0,Leno,1
0,1998-10-01,0,0,False,True,0,0,0,0,0,428971,None,,0,0,0,0,0.0,464,37,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Steven,0.0,433,47,0,0,0,False,0.0,482,52,315,False,0.0,481,52,0,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,40,641,60,p428971,0,0,None,0,,428971.jpg,0.0,485,52,0,0,80,False,0,0,Benda,0.0,719,82,False,None,0,0,u,0,10,54,2023-08-30,0.0,431,26,0,0,0,355,18,0.0,0.0,Benda,0
0,1997-08-08,0,12,True,True,0,100,0,0.0,2,169528,None,,0,0,0,0,22.8,240,76,2,2.95,None,,0,2,0.0,0.3,0,0.08,0.12,0.08,0.12,0.00,0.23,0.34,0.0,Antonee,0.3,354,123,0,0.0,0,False,4.1,345,118,316,False,13.6,359,135,61,Knee injury - Unknown return date,2025-10-17T01:00:10.471151Z,50,248,38,p169528,0,0,None,0,,169528.jpg,1.0,381,133,1,0,229,False,0,0.0,Robinson,0.7,202,77,False,None,0,0.0,i,0,10,54,2020-08-20,4.0,339,121,3,54090,2073,87438,10450,0.1,0.6,Robinson,0
0,1996-05-31,2,102,True,True,None,None,1,0.14,66,174874,None,,0,0,0,0,29.1,213,61,81,11.57,None,,1,2,2.8,3.3,3,0.74,0.11,1.17,0.17,0.43,9.08,1.3,0.06,Joachim,3.3,91,33,11,1.57,0,False,23.6,101,28,317,False,176.4,28,11,630,,None,45,401,76,p174874,0,0,None,0,,174874.jpg,4.1,71,33,25,0,58,False,0,0.0,Andersen,4.0,88,35,False,None,7,1.0,a,15,10,54,2024-08-23,31.0,183,44,29,380989,26036,225360,34047,0.7,6.4,Andersen,0
0,1999-12-31,3,66,True,True,None,None,1,0.14,33,232892,None,,0,0,0,0,20.5,255,83,43,6.14,None,,0,2,1.2,1.7,1,0.06,0.01,0.22,0.03,0.16,9.08,1.3,0.02,Calvin,1.7,198,73,11,1.57,0,False,14.4,196,65,318,False,114.0,91,43,630,,None,45,414,86,p232892,0,0,None,0,,232892.jpg,2.6,193,75,32,0,157,False,0,0.0,Bassey,0.5,232,87,False,None,7,1.0,a,10,10,54,2023-07-28,9.0,291,99,18,35481,2181,32846,5397,0.4,4.0,Bassey,2
0,1995-12-05,0,19,True,True,None,None,0,0.0,17,166477,None,,0,0,-1,1,51.8,135,31,24,7.06,None,,0,2,0.8,1.3,1,0.12,0.04,0.54,0.16,0.42,6.34,1.86,0.12,Timothy,1.3,228,81,9,2.65,0,False,13.9,203,71,319,False,50.6,229,90,306,,None,44,511,118,p166477,0,0,None,0,,166477.jpg,1.4,320,111,15,0,21,False,0,0.0,Castagne,0.1,459,171,False,None,4,1.18,a,7,10,54,2023-08-29,37.0,167,37,7,4711,342,9584,732,0.3,1.6,Castagne,0
0,1997-01-09,0,5,True,True,None,None,0,0.0,10,219924,None,,0,0,-1,1,0.8,375,134,12,12.71,None,,0,2,0.2,0.7,2,0.01,0.01,0.01,0.01,0.00,0.60,0.64,0.0,Issa,0.7,289,98,2,2.12,0,False,1.9,383,134,320,False,18.2,337,124,85,,None,44,518,125,p219924,0,0,None,0,,219924.jpg,2.0,255,90,4,0,73,False,0,0.0,Diop,0.1,526,191,False,None,1,1.06,a,2,10,54,2022-08-10,0.0,507,215,2,1831,151,5236,347,0.2,0.5,Diop,1
0,1999-11-17,0,16,True,True,None,None,0,0.0,5,246301,None,,0,0,-1,1,1.2,370,131,7,7.24,None,,0,2,-0.2,0.3,0,0.01,0.01,0.01,0.01,0.00,1.12,1.16,0.0,Jorge,0.3,336,116,1,1.03,0,False,2.0,380,132,321,False,14.6,354,132,87,,None,44,530,134,p246301,0,0,None,0,,246301.jpg,1.5,310,109,4,0,200,False,0,0.0,Cuenca Barreno,0.0,603,211,False,None,1,1.03,a,2,10,54,2024-08-03,4.0,330,116,3,653,36,2433,218,0.1,0.7,J.Cuenca,0
0,1995-10-09,0,76,True,True,50,0,1,0.2,20,167074,None,,0,0,0,0,40.5,174,43,36,7.2,None,,0,2,0.1,0.0,0,0.43,0.09,0.50,0.1,0.07,6.85,1.37,0.01,Kenny,0.7,293,101,5,1.0,0,False,14.2,200,68,322,False,86.8,145,64,450,Knee injury - 50% chance of playing,2025-09-29T00:30:06.414184Z,45,399,75,p167074,0,0,None,0,,167074.jpg,3.0,144,59,16,0,152,False,0,0.0,Tete,0.1,412,154,False,None,5,1.0,d,16,10,54,2020-09-10,14.0,268,84,15,14492,42,19542,3884,0.2,3.3,Tete,0
0,None,0,0,True,True,None,None,0,0,0,591385,None,,0,0,-1,1,0.0,429,170,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,401,156,0,0,0,False,0.0,451,173,323,False,0.0,450,174,0,,None,39,738,240,p591385,0,0,None,0,,591385.jpg,0.0,454,173,0,0,None,False,0,0,Amissah,0.1,408,152,False,None,0,0,a,0,10,54,None,0.0,397,160,0,3552,274,8949,639,0.0,0.0,Amissah,0
2,1996-05-03,5,112,True,True,None,None,1,0.17,3,153133,None,,0,0,0,0,160.0,23,21,34,5.66,None,,1,3,5.2,5.7,2,1.10,0.18,1.50,0.25,0.40,7.98,1.33,0.07,Alex,5.7,25,11,10,1.66,1,False,32.6,42,28,324,False,117.0,88,27,541,,None,65,52,35,p153133,0,0,None,0,,153133.jpg,4.3,66,24,27,0,157,False,0,0.0,Iwobi,1.6,148,52,False,None,7,1.16,a,4,10,54,2023-09-01,49.0,136,83,30,157213,8602,154107,28433,0.9,4.6,Iwobi,1
0,2000-07-28,0,39,True,True,None,None,0,0.0,0,209289,None,,-1,1,-3,3,28.3,216,134,4,2.9,None,,0,3,0.5,1.0,1,0.07,0.05,0.86,0.62,0.79,1.28,0.93,0.57,Emile,1.0,274,133,1,0.73,1,False,11.0,240,121,325,False,42.0,256,113,124,,None,57,123,80,p209289,0,0,None,0,,209289.jpg,1.7,301,141,3,0,241,False,0,0.0,Smith Rowe,0.5,234,80,False,None,0,0.0,a,1,10,54,2024-08-02,40.0,157,95,12,37137,1007,91562,7610,0.2,2.1,Smith Rowe,0
0,1996-01-25,0,18,True,True,None,None,0,0.0,0,159533,None,,0,0,-2,2,50.3,141,97,6,3.78,None,,0,3,0.5,1.0,1,0.50,0.31,0.54,0.34,0.04,2.15,1.35,0.03,Adama,1.0,268,128,4,2.52,0,False,7.9,287,142,326,False,14.0,357,165,143,,None,53,203,128,p159533,0,0,None,0,,159533.jpg,1.2,332,158,6,0,200,False,0,0.0,Traoré Diarra,0.2,382,127,False,None,0,0.0,a,0,10,54,2023-08-12,18.0,246,136,6,5215,461,23278,1537,0.2,1.1,Adama,0
0,1996-01-01,0,0,False,True,0,0,0,0,0,156689,1,,0,0,-2,2,0.0,710,311,0,0,1,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andreas,0.0,691,299,0,0,0,False,0.0,712,311,327,False,0.0,711,310,0,has joined Palmeiras permanently.,2025-09-02T13:24:11.133813Z,53,202,127,p156689,0,0,2,0,,156689.jpg,0.0,712,311,0,0,30,False,0,0,Hoelgebaum Pereira,0.1,504,173,False,None,0,0,u,0,10,54,2022-07-11,0.0,704,310,0,2438,0,33556,694,0.0,0.0,Andreas,0
1,2000-05-18,2,100,True,True,100,100,1,0.19,26,184349,None,,0,0,-1,1,63.1,113,81,55,10.4,None,,0,3,4.8,5.3,9,0.64,0.12,1.09,0.21,0.45,7.37,1.39,0.09,Ryan,5.3,28,13,10,1.89,1,False,26.0,81,48,328,False,125.8,79,26,476,,2025-08-22T14:00:07.804630Z,54,170,106,p184349,0,0,None,0,,184349.jpg,3.8,93,38,12,0,241,False,0,0.0,Sessegnon,0.1,509,176,False,None,6,1.13,a,17,10,54,2024-07-26,72.0,77,47,23,8377,4467,4668,976,1.0,4.3,Sessegnon,0
1,1997-03-22,2,88,True,True,100,100,1,0.21,4,153682,3,,0,0,-2,2,71.3,96,71,32,6.59,3,,0,3,3.8,4.3,3,0.30,0.06,1.01,0.21,0.71,4.60,0.95,0.15,Harry,4.3,52,24,5,1.03,1,False,23.8,100,58,329,False,75.2,167,65,437,,2025-08-28T17:30:07.780586Z,53,201,126,p153682,0,0,None,0,,153682.jpg,3.0,153,63,18,0,244,False,0,0.0,Wilson,0.4,277,95,False,None,5,1.03,a,10,10,54,2021-07-24,92.0,57,33,21,23676,2180,92255,5426,0.8,4.0,Wilson,1
0,1998-02-14,0,83,True,True,None,None,1,0.15,16,207189,None,,-1,1,-1,1,44.5,156,105,56,8.43,None,,0,3,1.5,2.0,2,0.27,0.04,0.68,0.1,0.41,8.65,1.3,0.06,Sander,2.0,165,77,11,1.66,0,False,12.9,215,107,330,False,71.4,174,68,598,,None,49,314,197,p207189,0,0,None,0,,207189.jpg,2.3,226,104,30,0,161,False,0,0.0,Berge,0.1,533,192,False,None,7,1.05,a,10,10,54,2024-08-22,13.0,277,148,16,2657,326,4457,508,0.4,3.3,Berge,1
0,1991-01-20,0,15,True,True,None,None,0,0.0,0,76357,None,,0,0,-1,1,21.7,243,145,5,4.09,2,,0,3,0.5,1.0,2,0.07,0.06,0.32,0.26,0.25,1.55,1.27,0.2,Tom,1.0,258,121,3,2.45,0,False,3.7,352,171,331,False,1.6,411,193,110,,None,49,295,183,p76357,0,0,None,0,,76357.jpg,1.0,373,178,5,0,243,False,0,0.0,Cairney,0.0,623,253,False,None,0,0.0,a,0,10,54,2015-07-07,13.0,276,147,4,769,97,2369,180,0.2,0.8,Cairney,1
2,1996-08-13,0,91,True,True,0,None,1,0.16,17,212314,4,,0,0,0,0,191.8,8,8,51,8.38,None,,0,3,0.0,2.0,1,0.94,0.15,1.76,0.28,0.82,7.96,1.31,0.13,Saša,2.0,172,80,8,1.31,0,False,30.6,53,34,332,False,78.4,157,57,548,Groin Injury - Expected back 01 Nov,2025-10-04T03:00:08.838398Z,50,257,157,p212314,0,0,None,0,,212314.jpg,2.6,197,83,20,0,190,False,0,0.0,Lukić,0.1,517,183,False,None,7,1.15,i,14,10,54,2023-01-31,36.0,171,103,18,5762,62,7074,1628,0.4,3.6,Lukić,4
0,2003-03-14,0,0,False,True,0,0,0,0,0,573062,None,,0,0,0,0,0.0,630,263,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Martial,0.0,601,241,0,0,0,False,0.0,638,263,333,False,0.0,636,261,0,has joined Strasbourg permanently.,2025-09-02T13:30:29.210428Z,45,464,277,p573062,0,0,None,0,,573062.jpg,0.0,641,266,0,0,54,False,0,0,Godo,0.0,614,248,False,None,0,0,u,0,10,54,2022-08-22,0.0,609,254,0,898,0,5575,248,0.0,0.0,Godo,0
0,2005-03-04,0,0,False,True,0,0,0,0,0,515024,None,,0,0,0,0,0.0,615,250,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,586,228,0,0,0,False,0.0,623,250,334,False,0.0,621,248,0,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,45,444,263,p515024,0,0,None,0,,515024.jpg,0.0,626,253,0,0,244,False,0,0,Harris,0.0,737,325,False,None,0,0,u,0,10,54,2022-08-05,0.0,594,241,0,0,0,265,8,0.0,0.0,Harris,0
0,2007-01-03,0,49,True,True,None,None,1,0.19,6,577725,None,,0,0,0,0,45.0,152,102,32,6.17,None,,0,3,1.2,1.7,3,0.28,0.05,1.02,0.19,0.74,7.55,1.46,0.14,Josh,1.7,200,89,8,1.54,0,False,20.8,125,66,335,False,46.6,244,108,467,,None,45,471,280,p577725,0,0,None,0,,577725.jpg,1.7,294,138,19,0,241,False,0,0.0,King,4.0,89,27,False,None,7,1.35,a,7,10,54,2024-02-02,123.0,35,18,12,655694,47575,289406,42747,0.4,2.7,King,2
0,1995-01-27,0,0,True,True,None,None,0,0,0,153366,None,,0,0,-1,1,0.0,533,200,0,0,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harrison,0.0,505,177,0,0,0,False,0.0,547,200,336,False,0.0,545,198,0,,None,44,509,297,p153366,0,0,None,0,,153366.jpg,0.0,549,203,0,0,241,False,0,0,Reed,0.3,328,111,False,None,0,0,a,0,10,54,2020-08-30,0.0,505,189,0,24314,1312,26042,2706,0.0,0.0,Reed,0
0,1991-05-05,1,33,True,True,50,75,0,0.0,3,102057,None,,-1,1,-3,3,7.9,328,35,7,4.47,4,,0,4,0.9,1.7,0,0.00,0.0,0.46,0.29,0.46,1.40,0.89,0.29,Raúl,2.3,148,15,1,0.64,1,False,9.1,265,24,337,False,37.2,267,24,141,Hip injury - 50% chance of playing,2025-09-29T00:30:06.432042Z,62,79,24,p102057,0,0,1,0,,102057.jpg,2.0,271,26,1,0,139,False,0,0.0,Jiménez Rodríguez,0.8,191,31,False,None,2,1.28,d,3,10,54,2023-07-25,53.0,117,25,12,37622,553,194646,14756,0.4,1.9,Raúl,0
1,2001-05-04,3,38,True,True,0,0,1,0.29,8,244042,None,,-1,1,-1,1,41.7,166,15,17,4.87,None,,0,4,0.0,0.0,0,0.01,0.0,0.87,0.25,0.86,5.45,1.56,0.25,Rodrigo,1.7,214,23,4,1.15,1,False,20.0,132,20,338,False,58.8,207,17,314,Hamstring injury - Expected back 01 Nov,2025-09-29T00:30:06.448701Z,54,179,43,p244042,1,0,None,0,,244042.jpg,3.0,156,15,6,0,30,False,0,0.0,Muniz Carvalho,1.4,155,25,False,None,4,1.15,i,3,10,54,2021-08-20,103.0,48,18,15,247130,320,337520,56026,0.3,2.8,Muniz,1
0,1991-04-26,0,0,True,True,None,None,0,0,0,86873,None,,0,0,0,0,0.0,443,24,0,0,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,413,34,0,0,0,False,0.0,462,39,664,False,0.0,461,39,0,,None,40,618,47,p86873,0,0,None,0,,86873.jpg,0.0,465,39,0,0,73,False,0,0,Lecomte,0.7,211,27,False,None,0,0,a,0,10,54,2025-07-26,0.0,411,13,0,7790,250,23716,2073,0.0,0.0,Lecomte,0
1,1999-05-22,0,20,True,True,25,None,0,0.0,0,218328,None,,0,0,-1,1,25.4,234,141,3,8.18,None,,0,3,0.3,1.7,4,0.39,1.06,0.57,1.55,0.18,0.67,1.83,0.49,Samuel,1.7,213,96,3,8.18,0,False,6.1,311,154,727,False,21.0,326,152,33,Calf injury - 25% chance of playing,2025-10-17T16:00:11.395453Z,54,176,109,p218328,0,0,None,0,,218328.jpg,2.5,211,92,2,0,157,False,0,0.0,Chukwueze,0.0,637,263,False,None,0,0.0,d,1,10,54,2025-09-01,14.0,272,146,5,4797,436,3308,422,0.3,0.9,Chukwueze,0
0,2003-01-04,0,16,True,True,100,100,0,0.0,2,560552,None,,0,0,0,0,28.2,218,136,8,8.47,None,,0,3,0.2,0.7,1,0.09,0.1,0.14,0.15,0.05,0.87,0.92,0.05,Kevin,0.7,322,159,3,3.18,0,False,6.9,300,147,731,False,24.6,306,139,85,,2025-09-24T06:30:08.624024Z,60,90,59,p560552,0,0,None,0,,560552.jpg,0.8,414,201,5,0,30,False,0,0.0,Santos Lopes de Macedo,0.1,523,186,False,None,0,0.0,a,1,10,54,2025-09-01,16.0,258,143,3,20296,497,13239,2549,0.1,0.5,Kevin,1
0,2007-07-04,0,0,True,True,None,None,0,0,0,631786,None,,0,0,0,0,0.0,651,66,0,0,None,,0,4,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jonah,0.0,623,62,0,0,0,False,0.0,659,67,737,False,0.0,657,67,0,,None,45,490,67,p631786,0,0,None,0,,631786.jpg,0.0,660,67,0,0,206,False,0,0,Kusi-Asare,0.1,558,73,False,None,0,0,a,0,10,54,2025-09-01,0.0,630,65,0,7179,1306,3247,861,0.0,0.0,Kusi-Asare,0
0,2000-03-02,0,0,True,True,None,None,0,0,0,437495,None,,-1,1,-2,2,0.0,521,63,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Illan,0.0,492,72,0,0,0,False,0.0,538,77,339,False,0.0,536,77,0,,None,43,599,37,p437495,0,0,None,0,,437495.jpg,0.0,540,77,0,0,73,False,0,0,Meslier,0.4,258,34,False,None,0,0,a,0,11,2,2020-07-27,0.0,490,52,0,6871,543,43459,2711,0.0,0.0,Meslier,0
0,1993-01-04,0,0,True,True,None,None,0,0,0,97846,None,,0,0,0,0,0.0,444,25,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,414,35,0,0,0,False,0.0,463,40,340,False,0.0,462,40,0,,None,40,619,48,p97846,0,0,None,0,,97846.jpg,0.0,466,40,0,0,241,False,0,0,Cairns,0.2,378,60,False,None,0,0,a,0,11,2,2024-07-08,0.0,412,14,0,3761,219,7667,748,0.0,0.0,Cairns,0
